# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GFF" "-t" "CDS" "-g" "ID" "-a" "e745_annot.gff" "-o" "tnseq_master_counts.txt" "alignments/trim_ERR1801006_pass.bam" "alignments/trim_ERR1801007_pass.bam" "alignments/trim_ERR1801008_pass.bam" "alignments/trim_ERR1801009_pass.bam" "alignments/trim_ERR1801010_pass.bam" "alignments/trim_ERR1801011_pass.bam" "alignments/trim_ERR1801012_pass.bam" "alignments/trim_ERR1801013_pass.bam" "alignments/trim_ERR1801014_pass.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/trim_ERR1801006_pass.bam	alignments/trim_ERR1801007_pass.bam	alignments/trim_ERR1801008_pass.bam	alignments/trim_ERR1801009_pass.bam	alignments/trim_ERR1801010_pass.bam	alignments/trim_ERR1801011_pass.bam	alignments/trim_ERR1801012_pass.bam	alignments/trim_ERR1801013_pass.bam	alignments/trim_ERR1801014_pass.bam
IBPFAHIO_02397	tig00000001	2401743	2402642	-	900	0	0	0	0	0	0	0	0	0
IBPFAHIO_02398	tig00000001	2402834	2403958	+	1125	0	0	0	0	0	0	0	0	0
IBPFAHIO_02399	tig00000001	2404185	2405102	+	918	0	0	0	0	0	0	0	0	0
IBPFAHIO_02400	tig00000001	2405095	2405928	+	834	137	65	0	82	0	0	88	35	0
IBPFAHIO_02401	tig00000001	2406010	2407128	+	1119	4	14	13	17	0	26	0	113	0
IBPFAHIO_02402	tig00000001	2407149	2409020	+	1872	62	53	0	224	0	88	66	95	8
IBPFAHIO_02403	tig00000001	2409014	2410237	+	1224	58	86	0	0	0	51	0	0	156
IBPFAHIO_02404	tig00000001	2410323	2412257	-	1935	29	14	400	0	0	0	0	41	0
IBPFAHIO_02405	tig00000001	2412483	2413139	+	657	0	0	0	0	0	0	0	0	0
IBPFAHIO_02406	tig00000001	2413213	2413566	-	354	0	0	0	0	0	0	0	0	0
IBPFAHIO_02407	tig00000001	2413758	2414687	+	930	0	0	0	0	0	0	0	0	0
IBPFAHIO_02408	tig00000001	2414698	2415534	+	837	0	0	0	0	0	0	0	0	0
IBPFAHIO_02409	tig00000001	2415782	2416558	+	777	0	0	0	0	0	0	0	0	0
IBPFAHIO_02410	tig00000001	2416734	2417477	+	744	0	0	0	0	0	0	0	0	0
IBPFAHIO_02411	tig00000001	2417470	2419050	+	1581	0	0	0	0	0	0	0	0	0
IBPFAHIO_02412	tig00000001	2419301	2419780	-	480	0	0	0	0	0	0	0	0	0
IBPFAHIO_02413	tig00000001	2419796	2420548	-	753	0	0	0	0	0	0	0	0	0
IBPFAHIO_02415	tig00000001	2421096	2421821	+	726	131	60	36	0	167	362	1	65	32
IBPFAHIO_02416	tig00000001	2422076	2422342	+	267	0	0	0	0	0	0	0	0	0
IBPFAHIO_02417	tig00000001	2422339	2422770	+	432	0	0	0	0	0	20	29	0	0
IBPFAHIO_02418	tig00000001	2422795	2423100	+	306	0	0	0	0	0	0	0	0	0
IBPFAHIO_02419	tig00000001	2423181	2424326	-	1146	0	0	0	0	0	81	79	24	0
IBPFAHIO_02420	tig00000001	2424387	2425034	-	648	0	0	0	0	0	0	0	0	0
IBPFAHIO_02421	tig00000001	2425228	2425521	+	294	0	0	0	0	0	0	0	0	0
IBPFAHIO_02422	tig00000001	2425565	2425876	+	312	0	0	0	0	0	0	0	0	0
IBPFAHIO_02423	tig00000001	2425873	2426112	+	240	0	0	0	0	0	0	0	0	0
IBPFAHIO_02424	tig00000001	2426093	2426497	+	405	0	0	0	0	0	0	0	0	0
IBPFAHIO_02425	tig00000001	2426638	2426796	+	159	0	0	0	0	0	0	0	0	0
IBPFAHIO_02426	tig00000001	2426797	2427159	+	363	0	0	0	0	0	0	0	0	0
IBPFAHIO_02427	tig00000001	2427196	2428044	+	849	0	0	0	0	0	0	0	0	0
IBPFAHIO_02428	tig00000001	2428034	2429509	+	1476	0	0	0	0	0	0	0	0	0
IBPFAHIO_02429	tig00000001	2429775	2430182	+	408	0	0	0	0	0	0	0	0	0
IBPFAHIO_02430	tig00000001	2430185	2430400	+	216	0	0	0	0	0	0	0	0	0
IBPFAHIO_02431	tig00000001	2431142	2431615	+	474	0	0	0	0	0	0	0	0	0
IBPFAHIO_02432	tig00000001	2431612	2433306	+	1695	0	33	2	85	45	46	1	109	72
IBPFAHIO_02433	tig00000001	2433272	2433457	+	186	0	0	0	0	0	0	0	0	0
IBPFAHIO_02434	tig00000001	2433461	2434636	+	1176	55	34	0	1	77	69	222	153	60
IBPFAHIO_02435	tig00000001	2434629	2436020	+	1392	0	0	0	93	0	144	138	0	155
IBPFAHIO_02436	tig00000001	2436207	2436491	+	285	0	0	0	0	0	0	0	0	0
IBPFAHIO_02437	tig00000001	2436478	2436813	+	336	0	0	0	0	0	0	0	0	0
IBPFAHIO_02438	tig00000001	2437108	2437734	+	627	0	0	0	0	0	0	0	0	0
IBPFAHIO_02439	tig00000001	2438476	2439312	+	837	1686	497	447	1448	1113	1422	983	513	764
IBPFAHIO_02440	tig00000001	2439389	2439811	+	423	0	21	0	0	0	0	0	0	0
IBPFAHIO_02441	tig00000001	2439879	2441201	-	1323	0	0	0	0	0	30	0	0	65
IBPFAHIO_02442	tig00000001	2441355	2442995	-	1641	0	0	0	7	0	28	43	32	1
IBPFAHIO_02443	tig00000001	2443325	2443795	+	471	0	0	0	0	0	0	0	0	0
IBPFAHIO_02444	tig00000001	2444424	2445527	+	1104	0	0	0	0	0	0	0	0	0
IBPFAHIO_02445	tig00000001	2445811	2446491	+	681	0	0	0	0	0	0	0	0	0
IBPFAHIO_02446	tig00000001	2446581	2447615	+	1035	0	0	0	0	0	0	0	0	0
IBPFAHIO_02447	tig00000001	2447629	2447964	+	336	0	0	0	0	0	0	0	0	0
IBPFAHIO_02448	tig00000001	2447948	2450428	+	2481	40	149	197	338	3	317	261	86	342
IBPFAHIO_02449	tig00000001	2450535	2452043	+	1509	96	0	0	53	159	61	84	212	9
IBPFAHIO_02450	tig00000001	2452040	2453404	+	1365	0	0	0	0	0	0	0	0	0
IBPFAHIO_02451	tig00000001	2453575	2454645	+	1071	0	0	0	0	0	0	0	0	0
IBPFAHIO_02452	tig00000001	2454660	2455328	+	669	0	0	0	0	0	0	0	0	0
IBPFAHIO_02453	tig00000001	2455348	2455926	+	579	3	7	0	41	0	135	5	0	0
IBPFAHIO_02454	tig00000001	2456329	2457240	+	912	0	16	12	62	0	0	0	35	144
IBPFAHIO_02455	tig00000001	2457496	2458413	-	918	0	0	0	0	0	0	1	2	0
IBPFAHIO_02456	tig00000001	2458615	2459052	+	438	0	0	0	0	0	0	0	0	0
IBPFAHIO_02457	tig00000001	2459109	2459657	+	549	0	0	0	0	0	0	0	0	0
IBPFAHIO_02458	tig00000001	2459772	2462132	+	2361	4	0	0	0	0	28	0	0	0
IBPFAHIO_02459	tig00000001	2462219	2462533	+	315	1	0	0	83	0	133	13	45	0
IBPFAHIO_02460	tig00000001	2462715	2464493	+	1779	0	0	0	0	0	0	0	0	0
IBPFAHIO_02461	tig00000001	2464638	2465537	+	900	0	0	0	0	0	0	0	0	0
IBPFAHIO_02462	tig00000001	2465530	2466792	+	1263	0	6	0	0	0	0	0	0	50
IBPFAHIO_02463	tig00000001	2466955	2468853	+	1899	0	0	0	0	0	2	0	0	0
IBPFAHIO_02464	tig00000001	2469152	2469871	-	720	44	69	0	136	0	87	10	56	0
IBPFAHIO_02465	tig00000001	2470217	2470540	+	324	0	0	0	0	0	0	0	0	0
IBPFAHIO_02466	tig00000001	2470527	2472530	+	2004	281	38	161	70	0	186	81	140	52
IBPFAHIO_02467	tig00000001	2472549	2473019	+	471	0	0	0	0	1	1	0	0	0
IBPFAHIO_02468	tig00000001	2473040	2473624	+	585	0	0	0	0	0	0	0	0	0
IBPFAHIO_02469	tig00000001	2473639	2474625	+	987	0	0	0	0	0	0	0	0	0
IBPFAHIO_02470	tig00000001	2474615	2474926	+	312	0	0	0	0	0	0	0	0	0
IBPFAHIO_02471	tig00000001	2474948	2476729	+	1782	0	0	0	0	0	27	0	0	33
IBPFAHIO_02472	tig00000001	2476722	2478098	+	1377	0	0	19	0	0	0	0	0	0
IBPFAHIO_02473	tig00000001	2478105	2478740	+	636	0	0	0	0	0	0	0	0	0
IBPFAHIO_02474	tig00000001	2478770	2480125	+	1356	0	0	0	0	0	0	0	0	0
IBPFAHIO_02475	tig00000001	2480317	2481711	-	1395	0	0	0	0	0	0	0	0	0
IBPFAHIO_02476	tig00000001	2481803	2482774	+	972	0	0	0	0	0	0	0	0	0
IBPFAHIO_02477	tig00000001	2482771	2483553	+	783	0	0	0	0	0	0	0	0	0
IBPFAHIO_02478	tig00000001	2483722	2484093	-	372	0	0	0	0	0	0	0	0	0
IBPFAHIO_02479	tig00000001	2484227	2484670	+	444	0	0	0	0	0	0	0	0	0
IBPFAHIO_02480	tig00000001	2484713	2485522	-	810	0	0	0	0	0	0	0	0	0
IBPFAHIO_02481	tig00000001	2485541	2486908	-	1368	0	9	0	30	91	134	0	258	0
IBPFAHIO_02482	tig00000001	2486892	2487722	-	831	0	0	0	0	0	0	0	8	0
IBPFAHIO_02483	tig00000001	2487885	2488322	+	438	0	0	0	0	0	0	0	0	0
IBPFAHIO_02484	tig00000001	2488398	2489018	+	621	0	0	0	0	0	0	0	0	0
IBPFAHIO_02485	tig00000001	2489207	2489713	+	507	0	0	0	0	0	0	0	0	0
IBPFAHIO_02486	tig00000001	2489730	2490629	+	900	0	0	0	0	0	0	0	0	0
IBPFAHIO_02487	tig00000001	2490716	2491600	+	885	0	0	0	0	0	0	35	20	7
IBPFAHIO_02489	tig00000001	2491923	2493257	+	1335	0	0	0	0	0	2	234	106	152
IBPFAHIO_02490	tig00000001	2493460	2494497	+	1038	0	11	0	30	0	8	0	11	32
IBPFAHIO_02491	tig00000001	2494538	2495539	+	1002	0	11	13	0	0	0	0	0	4
IBPFAHIO_02492	tig00000001	2495649	2496839	+	1191	0	0	0	0	0	0	0	0	0
IBPFAHIO_02493	tig00000001	2496943	2497698	+	756	0	0	0	0	0	0	0	0	0
IBPFAHIO_02494	tig00000001	2497814	2499112	+	1299	0	5	0	0	0	0	0	0	3
IBPFAHIO_02495	tig00000001	2499649	2500185	+	537	0	8	0	13	0	8	0	0	0
IBPFAHIO_02496	tig00000001	2500182	2500988	+	807	67	44	18	17	1	8	5	28	1
IBPFAHIO_02497	tig00000001	2500990	2502003	-	1014	31	8	0	12	13	14	9	4	7
IBPFAHIO_02498	tig00000001	2502453	2503592	+	1140	187	0	0	0	0	0	137	41	0
IBPFAHIO_02499	tig00000001	2503659	2504234	-	576	0	0	0	0	0	0	0	0	0
IBPFAHIO_02500	tig00000001	2504239	2505213	-	975	0	0	0	0	0	0	0	6	0
IBPFAHIO_02501	tig00000001	2505496	2506464	+	969	0	10	0	1	7	36	24	9	16
IBPFAHIO_02502	tig00000001	2506577	2506855	+	279	0	0	0	0	0	0	0	0	0
IBPFAHIO_02503	tig00000001	2506973	2507209	+	237	0	0	0	0	0	31	0	0	0
IBPFAHIO_02504	tig00000001	2507312	2508067	+	756	0	0	0	0	0	0	0	0	0
IBPFAHIO_02505	tig00000001	2508070	2510427	+	2358	0	0	0	0	0	0	0	0	0
IBPFAHIO_02506	tig00000001	2510449	2510913	+	465	0	0	0	0	0	0	0	0	0
IBPFAHIO_02507	tig00000001	2511215	2511934	+	720	0	0	0	0	0	0	0	0	0
IBPFAHIO_02508	tig00000001	2511987	2512202	+	216	0	0	0	0	0	0	0	0	0
IBPFAHIO_02509	tig00000001	2512293	2512817	+	525	0	0	0	0	0	0	0	0	0
IBPFAHIO_02510	tig00000001	2512804	2513346	+	543	0	0	0	0	0	0	0	0	0
IBPFAHIO_02511	tig00000001	2513369	2514925	+	1557	0	0	0	0	0	0	0	0	0
IBPFAHIO_02512	tig00000001	2514939	2515841	+	903	0	0	0	0	0	0	0	0	0
IBPFAHIO_02513	tig00000001	2515864	2517270	+	1407	0	0	0	0	0	0	0	0	2
IBPFAHIO_02514	tig00000001	2517284	2517706	+	423	0	0	0	0	0	0	0	0	0
IBPFAHIO_02515	tig00000001	2518175	2518405	+	231	0	0	0	0	0	0	0	0	0
IBPFAHIO_02516	tig00000001	2518502	2519803	+	1302	0	6	0	33	0	3	20	0	33
IBPFAHIO_02517	tig00000001	2519816	2519992	+	177	0	0	0	0	0	0	0	0	0
IBPFAHIO_02518	tig00000001	2520127	2520423	+	297	1	4	1	0	0	0	158	2	0
IBPFAHIO_02519	tig00000001	2520607	2521074	+	468	0	0	0	0	0	0	0	0	0
IBPFAHIO_02520	tig00000001	2521159	2522043	+	885	0	0	0	0	0	0	0	0	0
IBPFAHIO_02521	tig00000001	2522157	2522393	+	237	0	0	0	0	0	0	0	0	0
IBPFAHIO_02524	tig00000001	2522764	2522934	+	171	0	0	0	0	0	0	0	0	0
IBPFAHIO_02525	tig00000001	2523154	2523861	+	708	0	0	0	0	0	0	0	0	0
IBPFAHIO_02526	tig00000001	2523921	2524565	-	645	562	144	699	453	0	314	187	168	717
IBPFAHIO_02527	tig00000001	2524692	2524979	+	288	0	0	0	0	0	0	0	0	0
IBPFAHIO_02528	tig00000001	2525087	2525407	+	321	0	0	0	0	0	0	0	0	0
IBPFAHIO_02529	tig00000001	2525488	2526801	+	1314	0	0	0	0	0	0	0	0	0
IBPFAHIO_02530	tig00000001	2526798	2527517	+	720	0	0	0	0	0	0	0	13	0
IBPFAHIO_02531	tig00000001	2527645	2528196	+	552	0	0	0	0	0	0	0	0	0
IBPFAHIO_02532	tig00000001	2528418	2530952	+	2535	0	7	0	0	0	0	0	17	0
IBPFAHIO_02533	tig00000001	2531196	2532179	+	984	0	0	0	0	0	0	0	0	0
IBPFAHIO_02534	tig00000001	2532284	2532970	+	687	0	0	0	0	0	0	0	0	0
IBPFAHIO_02535	tig00000001	2532954	2533847	+	894	0	0	0	0	0	0	0	0	0
IBPFAHIO_02536	tig00000001	2533999	2535447	+	1449	46	31	57	98	24	180	0	27	36
IBPFAHIO_02537	tig00000001	2535784	2536641	+	858	0	0	0	0	0	0	0	0	0
IBPFAHIO_02538	tig00000001	2536756	2537676	+	921	0	0	0	0	0	0	0	0	0
IBPFAHIO_02539	tig00000001	2537676	2538560	+	885	0	0	0	0	0	0	0	0	0
IBPFAHIO_02540	tig00000001	2538575	2539381	+	807	0	0	0	0	0	0	0	0	0
IBPFAHIO_02541	tig00000001	2539397	2540155	+	759	0	0	0	0	0	0	0	0	0
IBPFAHIO_02542	tig00000001	2540168	2540845	+	678	0	0	0	0	0	0	0	0	0
IBPFAHIO_02543	tig00000001	2541083	2542114	+	1032	0	0	0	0	0	0	0	0	0
IBPFAHIO_02544	tig00000001	2542111	2542878	+	768	0	0	0	0	0	0	0	0	0
IBPFAHIO_02545	tig00000001	2542978	2544546	+	1569	0	0	0	0	0	0	0	0	0
IBPFAHIO_02546	tig00000001	2544843	2545163	+	321	57	96	110	220	44	31	32	89	76
IBPFAHIO_02547	tig00000001	2545163	2545513	+	351	0	0	0	0	0	0	0	0	0
IBPFAHIO_02548	tig00000001	2545635	2546930	-	1296	0	0	0	0	0	5	0	0	0
IBPFAHIO_02549	tig00000001	2547202	2548140	+	939	0	0	0	0	0	0	0	0	0
IBPFAHIO_02550	tig00000001	2548155	2548985	+	831	0	0	0	0	0	0	0	0	0
IBPFAHIO_02551	tig00000001	2549029	2550054	+	1026	0	25	0	0	0	53	0	54	0
IBPFAHIO_02552	tig00000001	2550069	2551007	+	939	0	0	0	0	0	0	0	0	0
IBPFAHIO_02553	tig00000001	2551132	2551572	+	441	0	0	0	0	0	0	0	0	0
IBPFAHIO_02554	tig00000001	2551575	2552177	+	603	0	0	0	0	0	0	0	0	0
IBPFAHIO_02555	tig00000001	2552236	2553342	-	1107	0	1	0	0	0	27	0	10	11
IBPFAHIO_02556	tig00000001	2553552	2554553	+	1002	0	0	0	0	0	0	0	0	0
IBPFAHIO_02557	tig00000001	2554890	2557235	-	2346	0	0	0	0	0	0	0	0	0
IBPFAHIO_02558	tig00000001	2557514	2558416	+	903	0	0	0	0	0	0	0	0	0
IBPFAHIO_02559	tig00000001	2558841	2560028	+	1188	0	7	0	29	5	0	18	0	31
IBPFAHIO_02560	tig00000001	2560249	2562024	+	1776	0	0	0	0	0	0	0	0	0
IBPFAHIO_02561	tig00000001	2562090	2563676	-	1587	163	8	0	9	0	94	61	13	11
IBPFAHIO_02562	tig00000001	2563927	2564151	+	225	0	0	0	0	0	0	0	0	0
IBPFAHIO_02563	tig00000001	2564293	2566044	+	1752	194	54	163	109	0	62	0	13	124
IBPFAHIO_02564	tig00000001	2566044	2567828	+	1785	116	87	50	129	0	228	15	190	198
IBPFAHIO_02565	tig00000001	2568154	2569005	+	852	0	0	0	0	0	0	0	0	0
IBPFAHIO_02566	tig00000001	2569101	2570987	+	1887	117	29	0	47	8	16	0	1	19
IBPFAHIO_02567	tig00000001	2571027	2571929	-	903	0	0	0	0	0	0	0	0	0
IBPFAHIO_02568	tig00000001	2572160	2573563	+	1404	0	0	0	0	0	0	0	0	0
IBPFAHIO_02569	tig00000001	2573563	2574996	+	1434	0	0	0	0	0	0	0	0	0
IBPFAHIO_02570	tig00000001	2575141	2576067	+	927	0	0	0	0	0	0	0	0	0
IBPFAHIO_02571	tig00000001	2576281	2578008	+	1728	0	0	0	0	0	4	0	0	0
IBPFAHIO_02572	tig00000001	2578080	2578373	+	294	0	0	0	0	0	0	0	0	0
IBPFAHIO_02573	tig00000001	2578465	2579325	-	861	0	0	0	0	0	0	0	0	0
IBPFAHIO_02574	tig00000001	2579417	2579845	+	429	0	0	0	0	0	0	0	0	0
IBPFAHIO_02575	tig00000001	2580007	2580183	+	177	0	0	0	0	0	0	0	0	0
IBPFAHIO_02576	tig00000001	2580210	2580656	+	447	87	85	206	0	81	37	0	0	0
IBPFAHIO_02577	tig00000001	2580810	2582189	-	1380	79	25	2	65	35	182	0	46	174
IBPFAHIO_02578	tig00000001	2582895	2583866	+	972	0	0	0	0	0	0	0	0	0
IBPFAHIO_02579	tig00000001	2583890	2586082	+	2193	1	4	2	4	0	4	3	6	4
IBPFAHIO_02580	tig00000001	2586114	2586575	+	462	0	0	0	0	0	0	0	0	0
IBPFAHIO_02581	tig00000001	2586559	2586954	+	396	0	0	0	0	0	0	0	0	0
IBPFAHIO_02582	tig00000001	2586969	2587868	+	900	0	0	0	0	0	0	0	0	0
IBPFAHIO_02583	tig00000001	2588011	2588823	+	813	0	0	0	0	0	0	0	0	0
IBPFAHIO_02584	tig00000001	2589207	2590124	+	918	0	0	0	0	0	0	0	12	0
IBPFAHIO_02585	tig00000001	2590126	2592201	+	2076	0	15	0	0	0	0	0	0	0
IBPFAHIO_02586	tig00000001	2592591	2593370	+	780	0	0	0	0	0	0	0	0	0
IBPFAHIO_02587	tig00000001	2593416	2594360	+	945	0	0	0	0	0	0	0	0	0
IBPFAHIO_02588	tig00000001	2594376	2595155	+	780	0	0	0	0	0	0	0	0	0
IBPFAHIO_02589	tig00000001	2595167	2595865	+	699	109	35	0	0	0	0	0	163	78
IBPFAHIO_02590	tig00000001	2595893	2596657	+	765	0	5	0	0	19	9	0	12	0
IBPFAHIO_02591	tig00000001	2596671	2598488	+	1818	0	24	0	0	0	0	0	0	0
IBPFAHIO_02592	tig00000001	2598500	2599465	+	966	0	3	0	0	0	0	0	0	0
IBPFAHIO_02593	tig00000001	2599458	2600153	+	696	0	0	0	0	0	0	0	0	0
IBPFAHIO_02594	tig00000001	2600150	2601268	+	1119	0	0	0	0	0	0	0	0	0
IBPFAHIO_02595	tig00000001	2601258	2601878	+	621	0	0	0	0	0	0	0	0	0
IBPFAHIO_02596	tig00000001	2602074	2603174	+	1101	0	0	31	0	0	0	0	0	0
IBPFAHIO_02597	tig00000001	2603304	2603549	+	246	0	0	0	0	0	0	0	0	0
IBPFAHIO_02598	tig00000001	2603574	2604575	+	1002	0	0	0	0	0	0	0	0	0
IBPFAHIO_02599	tig00000001	2604652	2605626	+	975	0	0	0	0	0	0	0	0	0
IBPFAHIO_02600	tig00000001	2605640	2606719	+	1080	0	0	0	0	0	0	0	0	0
IBPFAHIO_02601	tig00000001	2606738	2607436	+	699	0	0	0	0	0	0	0	0	0
IBPFAHIO_02602	tig00000001	2607466	2608161	+	696	0	0	0	0	0	0	0	0	0
IBPFAHIO_02603	tig00000001	2608207	2609700	+	1494	0	0	0	0	0	0	0	0	0
IBPFAHIO_02604	tig00000001	2609803	2610975	-	1173	8	4	2	43	0	17	22	22	20
IBPFAHIO_02605	tig00000001	2611340	2612431	+	1092	0	0	0	0	0	0	0	0	0
IBPFAHIO_02606	tig00000001	2612499	2613977	-	1479	0	0	0	0	0	0	0	0	0
IBPFAHIO_02607	tig00000001	2614244	2614993	-	750	0	0	0	0	0	0	0	0	0
IBPFAHIO_02608	tig00000001	2615136	2616086	+	951	0	16	0	0	0	6	0	0	0
IBPFAHIO_02609	tig00000001	2616068	2617531	+	1464	196	32	0	6	0	44	0	2	1
IBPFAHIO_02610	tig00000001	2617528	2617986	+	459	0	0	0	0	0	0	0	0	0
IBPFAHIO_02611	tig00000001	2617983	2618957	+	975	0	24	0	12	0	0	0	0	0
IBPFAHIO_02612	tig00000001	2619136	2620086	-	951	0	0	0	0	0	0	0	0	0
IBPFAHIO_02613	tig00000001	2620646	2620921	-	276	0	0	0	0	0	0	0	0	0
IBPFAHIO_02614	tig00000001	2621029	2621793	+	765	0	0	0	0	0	0	0	0	0
IBPFAHIO_02615	tig00000001	2621916	2622419	+	504	18	50	81	64	137	71	226	59	143
IBPFAHIO_02616	tig00000001	2622828	2623469	+	642	0	15	0	0	0	31	62	0	0
IBPFAHIO_02617	tig00000001	2623639	2624907	+	1269	0	0	0	0	0	90	0	0	0
IBPFAHIO_02618	tig00000001	2624934	2626133	-	1200	0	40	38	50	36	55	44	73	12
IBPFAHIO_02619	tig00000001	2626254	2627561	-	1308	34	0	0	0	0	0	0	0	0
IBPFAHIO_02620	tig00000001	2627677	2627799	-	123	0	0	0	0	0	0	0	0	0
IBPFAHIO_02621	tig00000001	2628032	2629150	+	1119	0	0	0	0	0	0	0	0	0
IBPFAHIO_02622	tig00000001	2629653	2629973	+	321	186	205	368	210	152	202	27	124	108
IBPFAHIO_02623	tig00000001	2629976	2630140	+	165	0	0	0	0	0	0	0	0	0
IBPFAHIO_02624	tig00000001	2630426	2630626	+	201	0	0	0	0	0	0	0	0	0
IBPFAHIO_02625	tig00000001	2630773	2633562	+	2790	113	42	9	138	0	150	0	1	54
IBPFAHIO_02626	tig00000001	2633633	2634136	+	504	0	0	0	0	0	0	0	0	0
IBPFAHIO_02627	tig00000001	2634157	2635347	+	1191	0	0	0	0	13	0	0	19	0
IBPFAHIO_02628	tig00000001	2635387	2636685	+	1299	0	0	0	0	0	0	0	24	0
IBPFAHIO_02629	tig00000001	2637861	2638535	+	675	0	23	0	42	0	94	40	23	0
IBPFAHIO_02630	tig00000001	2638532	2638873	+	342	32	0	39	11	87	0	0	0	44
IBPFAHIO_02631	tig00000001	2638903	2639262	+	360	0	0	0	0	0	0	0	0	0
IBPFAHIO_02632	tig00000001	2639787	2641871	+	2085	0	0	0	0	0	0	0	0	0
IBPFAHIO_02633	tig00000001	2642162	2643628	+	1467	11	3	0	18	0	0	0	0	0
IBPFAHIO_02634	tig00000001	2644099	2645394	-	1296	0	0	0	1	0	8	0	0	0
IBPFAHIO_02635	tig00000001	2645642	2646181	+	540	0	0	0	0	0	0	0	0	0
IBPFAHIO_02636	tig00000001	2646255	2646695	+	441	0	0	0	0	0	0	0	0	0
IBPFAHIO_02637	tig00000001	2646708	2646917	+	210	0	0	0	0	0	0	0	0	0
IBPFAHIO_02638	tig00000001	2646917	2649103	+	2187	1892	668	412	704	467	1132	945	589	718
IBPFAHIO_02639	tig00000001	2649123	2651294	+	2172	0	0	0	0	0	0	0	0	0
IBPFAHIO_02640	tig00000001	2651406	2652146	-	741	0	0	0	0	0	0	0	0	0
IBPFAHIO_02641	tig00000001	2652279	2653577	-	1299	0	0	0	0	0	11	0	0	4
IBPFAHIO_02642	tig00000001	2653567	2654319	-	753	0	0	0	1	0	0	0	0	0
IBPFAHIO_02643	tig00000001	2654316	2654639	-	324	0	0	0	0	0	0	0	0	0
IBPFAHIO_02644	tig00000001	2654653	2655501	-	849	0	0	1	0	0	24	0	0	0
IBPFAHIO_02645	tig00000001	2655855	2656667	+	813	0	0	0	0	0	0	0	0	0
IBPFAHIO_02646	tig00000001	2656821	2657144	+	324	0	13	29	88	0	22	0	29	0
IBPFAHIO_02647	tig00000001	2657218	2657787	+	570	0	0	0	0	0	0	0	0	0
IBPFAHIO_02648	tig00000001	2658224	2658520	+	297	0	163	46	0	319	58	156	48	0
IBPFAHIO_02649	tig00000001	2658670	2658915	+	246	0	0	0	0	0	0	0	0	0
IBPFAHIO_02650	tig00000001	2659190	2659759	-	570	72	35	22	24	3	12	5	29	3
IBPFAHIO_02651	tig00000001	2659756	2660292	-	537	0	6	0	5	0	8	0	2	0
IBPFAHIO_02652	tig00000001	2660402	2661580	-	1179	121	68	149	68	62	102	74	65	28
IBPFAHIO_02653	tig00000001	2661749	2662285	+	537	0	9	0	12	0	6	0	1	0
IBPFAHIO_02654	tig00000001	2662282	2662938	+	657	86	35	27	8	1	18	5	22	2
IBPFAHIO_02655	tig00000001	2663364	2663780	+	417	0	0	0	0	0	0	0	0	0
IBPFAHIO_02656	tig00000001	2664008	2664268	-	261	0	0	0	0	0	0	0	0	0
IBPFAHIO_02657	tig00000001	2664554	2665804	-	1251	103	111	154	221	67	151	26	141	122
IBPFAHIO_02658	tig00000001	2666214	2667188	+	975	0	0	0	0	0	0	0	0	0
IBPFAHIO_02659	tig00000001	2667344	2668639	-	1296	0	0	0	0	0	7	0	0	0
IBPFAHIO_02660	tig00000001	2669462	2670649	+	1188	16	60	20	35	38	92	0	68	12
IBPFAHIO_02661	tig00000001	2670910	2671227	+	318	0	0	0	0	0	0	0	0	0
IBPFAHIO_02662	tig00000001	2671318	2671683	-	366	0	0	0	0	0	0	0	0	0
IBPFAHIO_02663	tig00000001	2671891	2672373	+	483	0	0	0	0	0	0	0	0	0
IBPFAHIO_02664	tig00000001	2672570	2673460	+	891	0	0	0	0	0	0	0	0	0
IBPFAHIO_02665	tig00000001	2673863	2675158	-	1296	63	19	191	0	30	55	0	31	0
IBPFAHIO_02666	tig00000001	2675264	2676532	-	1269	53	60	4	119	0	36	0	43	22
IBPFAHIO_02667	tig00000001	2676804	2679275	+	2472	106	11	2	64	102	0	2	0	117
IBPFAHIO_02668	tig00000001	2679378	2681114	-	1737	0	0	0	0	0	0	0	0	0
IBPFAHIO_02669	tig00000001	2681111	2681815	-	705	0	0	0	0	0	0	0	0	0
IBPFAHIO_02670	tig00000001	2681946	2682362	+	417	0	0	0	0	0	0	0	0	0
IBPFAHIO_02671	tig00000001	2682408	2682746	+	339	0	0	0	0	0	0	0	0	0
IBPFAHIO_02672	tig00000001	2682767	2684185	+	1419	0	0	0	0	0	0	0	0	0
IBPFAHIO_02673	tig00000001	2684297	2684875	+	579	0	0	0	0	0	0	0	0	0
IBPFAHIO_02674	tig00000001	2684879	2685400	+	522	1	54	0	160	78	89	0	0	0
IBPFAHIO_02675	tig00000001	2685479	2686033	-	555	0	0	0	0	0	0	0	0	0
IBPFAHIO_02676	tig00000001	2686286	2686561	+	276	0	0	0	0	0	0	0	0	0
IBPFAHIO_02677	tig00000001	2686573	2686824	+	252	0	0	0	0	0	0	0	0	0
IBPFAHIO_02678	tig00000001	2686949	2687740	+	792	0	0	0	0	0	0	0	0	0
IBPFAHIO_02679	tig00000001	2687910	2688431	+	522	0	0	0	0	0	0	0	0	0
